genre_ids,original_language,popularity,release_date,title,vote_average,vote_count
"[35, 18]",en,6.4239999999999995,2010-04-16,The Joneses,6.2,312
"[53, 80, 18, 9648]",en,6.422999999999999,2010-02-05,Red Riding: In the Year of Our Lord 1983,7.0,70
"[27, 28, 878, 53]",en,6.4110000000000005,2010-08-21,Lake Placid 3,4.4,68
"[10402, 35, 18]",en,6.386,2010-09-10,I'm Still Here,6.0,179
"[10751, 14, 27, 10770]",en,6.372000000000001,2010-10-22,The Boy Who Cried Werewolf,6.0,123
[99],en,6.346,2010-03-19,Hubble 3D,7.1,54
"[18, 53, 80, 9648]",en,6.324,2010-05-09,Jesse Stone: No Remorse,6.8,34
"[16, 878]",en,6.322,2010-12-10,"Ultramarines: A Warhammer 40,000 Movie",5.2,50
"[10749, 35]",de,6.32,2010-10-10,Single By Contract,6.9,104
"[10751, 16]",ja,6.308,2010-12-31,Professor Layton and the Eternal Diva,7.7,78
"[27, 28, 53, 878]",en,6.305,2010-10-10,Altitude,4.9,119
[18],en,6.3,2010-01-21,Extraordinary Measures,6.3,153
"[18, 14]",en,6.3,2010-12-10,The Tempest,5.8,52
"[16, 35]",en,6.29,2008-12-12,Tokyo Mater,6.0,41
[35],fr,6.281000000000001,2010-12-20,The Women on the 6th Floor,6.7,183
"[28, 53, 37]",en,6.269,2010-11-05,Red Hill,6.1,79
[18],fr,6.2620000000000005,2010-11-19,White Material,7.1,57
"[10770, 10751]",en,6.234,2010-08-13,Den Brother,6.0,56
"[18, 36, 10752]",no,6.23,2010-09-03,Max Manus: Man of War,7.1,114
"[18, 35]",en,6.225,2010-08-17,Cemetery Junction,6.6,116
"[35, 18, 10749]",en,6.209,2010-05-23,You Will Meet a Tall Dark Stranger,5.8,431
[35],en,6.1979999999999995,2010-10-17,Milf,4.1,41
"[35, 28, 80]",fr,6.195,2010-02-24,Paris Express,4.9,74
[18],en,6.185,2010-06-30,Love Ranch,6.1,28
"[16, 14]",en,6.157,2010-09-30,Sintel,7.6,99
"[16, 35]",da,6.135,2010-03-26,Terkel in Trouble,6.4,39
"[35, 10749]",fr,6.0920000000000005,2010-12-21,Beautiful Lies,5.8,70
"[35, 53, 80]",en,6.087999999999999,2010-07-01,The Perfect Host,6.3,217
[99],en,6.068,2010-09-24,"Waiting for ""Superman""",7.0,70
"[18, 28, 10749]",hi,6.058,2010-05-21,Kites,5.8,67
"[18, 878, 35, 9648]",en,6.0520000000000005,2010-10-06,Kaboom,5.7,175
"[28, 80, 18, 53]",en,6.0360000000000005,2010-08-12,Boy Wonder,6.6,77
"[35, 80, 53]",en,5.996,2010-09-17,Leaves of Grass,6.0,214
[18],en,5.994,2010-11-17,Five Minarets in New York,5.7,49
"[35, 10749]",fr,5.982,2010-07-28,With Love... from the Age of Reason,5.3,64
"[27, 878]",en,5.961,2010-02-27,Birdemic: Shock and Terror,2.0,152
"[35, 18]",en,5.945,2010-01-22,Please Give,6.3,81
[18],en,5.938,2011-05-13,Skateland,5.4,16
"[9648, 99, 27, 80]",en,5.925,2009-04-25,Cropsey,6.0,90
"[18, 10749]",hi,5.919,2010-11-19,Guzaarish,7.6,52
"[80, 27, 9648, 53]",it,5.854,2010-03-13,Giallo,4.0,64
"[80, 28, 12, 53]",en,5.853,2010-02-09,A Dangerous Man,5.1,53
"[27, 53]",ja,5.827999999999999,2010-07-16,Grotesque,5.3,69
"[35, 10751, 10770]",en,5.807,2010-09-18,FRED: The Movie,5.0,81
"[878, 53, 18, 9648]",en,5.801,2010-04-22,Repeaters,5.7,75
"[16, 35, 10751, 9648, 14]",en,5.787000000000001,2010-02-16,Scooby-Doo! Abracadabra-Doo,6.8,58
[16],en,5.784,2010-12-25,Scrat's Continental Crack-Up,6.9,67
"[28, 53]",en,5.779,2010-01-19,The Keeper,5.3,42
[35],en,5.7620000000000005,2010-06-03,High School,5.8,68
"[53, 27]",fr,5.749,2010-04-02,Amer,6.6,59
"[80, 18, 53]",en,5.74,2010-04-24,"My Son, My Son, What Have Ye Done",6.1,85
[28],cn,5.716,2010-12-28,Legendary Assassin,6.2,33
[99],en,5.705,2010-10-01,Freakonomics,6.6,57
[14],fi,5.704,2010-12-03,Rare Exports: A Christmas Tale,6.5,233
"[28, 12, 53]",en,5.672999999999999,2010-11-06,Hunt to Kill,5.1,60
"[16, 28, 37]",en,5.646,2010-07-27,DC Showcase: Jonah Hex,6.8,38
"[9648, 27, 53, 80]",en,5.62,2010-10-10,The Clinic,5.2,59
"[99, 10402]",en,5.582000000000001,2010-04-09,When You're Strange,7.6,85
"[18, 27, 53]",fr,5.575,2010-07-28,Seven Days,6.3,76
[18],en,5.572,2010-03-12,The Cry of the Owl,5.6,46
"[28, 18, 53]",es,5.5520000000000005,2011-08-19,The Last Circus,6.7,177
"[53, 80, 18, 9648]",en,5.499,2010-02-05,Red Riding: In the Year of Our Lord 1980,7.1,73
[99],fr,5.45,2010-05-07,Babies,7.0,77
"[16, 35, 10751]",en,5.45,2010-12-13,Home Makeover,6.9,89
[35],de,5.442,2010-01-14,Friendship!,6.6,76
"[53, 28, 35]",en,5.428999999999999,2010-09-24,Nude Nuns with Big Guns,4.2,55
"[14, 18, 27, 28, 53, 9648]",en,5.39,2010-01-26,Sherlock Holmes,5.6,53
[99],en,5.38,2010-09-03,Happy People: A Year in the Taiga,7.7,65
[18],hi,5.376,2010-06-17,Udaan,7.2,83
"[80, 18, 9648]",en,5.371,2010-06-01,Wild Things: Foursome,5.0,36
"[35, 27]",en,5.364,2010-07-20,2001 Maniacs: Field of Screams,4.0,31
[16],en,5.352,2010-11-02,El Materdor,5.7,24
"[10751, 18, 10749, 35]",en,5.3420000000000005,2010-10-06,An Invisible Sign,5.1,58
[12],ja,5.319,2010-09-12,Time Traveller: The Girl Who Leapt Through Time,6.3,26
"[27, 53, 18]",en,5.316,2010-11-06,A Horrible Way to Die,5.2,36
"[10770, 14, 35, 10749, 10751]",en,5.281000000000001,2010-12-12,Christmas Cupid,5.8,107
"[35, 10751]",hi,5.278,2010-11-05,Golmaal 3,5.4,34
"[18, 36]",it,5.254,2010-03-19,Vincere,6.5,54
"[27, 878]",en,5.247000000000001,2010-06-26,Dinocroc vs. Supergator,4.0,22
[18],en,5.239,2010-05-14,Princess Ka'iulani,5.1,22
"[35, 18]",en,5.2379999999999995,2010-02-14,Father of Invention,5.4,70
[18],en,5.236000000000001,2010-05-18,Virginia,5.8,24
"[80, 53, 35]",de,5.223,2010-02-24,The Bone Man,7.3,43
"[28, 80, 53]",en,5.223,2010-06-30,Sinners and Saints,5.6,42
"[18, 35, 10749]",en,5.22,2010-01-14,Every Day,5.5,46
"[28, 18, 53]",en,5.2,2010-11-09,Locked Down,4.1,15
"[53, 10752]",en,5.1770000000000005,2010-11-20,Essential Killing,5.7,73
"[18, 27, 53]",en,5.172999999999999,2010-05-15,The Reef,5.6,264
"[35, 18, 10749]",es,5.164,2010-01-12,Plan B,7.2,45
[18],en,5.162000000000001,2010-01-23,The Pregnancy Pact,4.8,78
"[35, 18, 10749]",en,5.141,2010-03-13,Barry Munday,6.0,37
[35],en,5.105,2010-09-12,Hole in One,3.9,54
[99],en,5.084,2010-07-31,The Making of The Walking Dead,8.0,82
"[18, 10749]",en,5.0760000000000005,2010-02-06,Bloodworth,6.3,18
"[18, 10751, 14]",en,5.071000000000001,2010-10-24,The Good Witch's Gift,6.9,37
[35],en,5.056,2010-08-01,The Extra Man,5.9,46
"[16, 35]",en,5.0360000000000005,2010-11-02,Moon Mater,5.7,18
[35],en,5.025,2010-03-12,Our Family Wedding,5.5,57
"[28, 878]",ru,5.006,2010-11-11,Hooked on the Game 2. The Next Level,5.2,21
"[28, 18, 53]",en,5.002,2010-09-10,Icarus,5.2,42
"[53, 80, 9648]",fr,4.99,2010-09-09,Love Crime,6.5,45
"[18, 28, 80]",en,4.963,2010-11-02,Once Fallen,4.8,14
"[18, 10751]",en,4.958,2010-04-16,The Perfect Game,6.3,44
"[18, 53]",ru,4.92,2010-11-11,How I Ended This Summer,6.1,52
"[12, 18]",en,4.899,2010-05-04,Flicka 2,5.9,48
"[28, 27, 53]",en,4.8919999999999995,2010-10-11,Stag Night,4.8,34
"[14, 27, 28, 53]",en,4.89,2010-10-30,Red: Werewolf Hunter,4.2,31
"[28, 53]",en,4.873,2010-06-10,Gun,5.5,45
[18],en,4.851,2010-03-01,I'm Here,7.2,82
"[28, 12, 35, 27]",en,4.851,2010-10-05,Lost Boys: The Thirst,5.3,61
[35],en,4.834,2010-09-10,The Virginity Hit,4.6,35
"[35, 10749]",en,4.8,2010-08-24,Group Sex,5.4,34
"[36, 18, 10749]",pl,4.743,2010-04-04,Little Rose,7.0,16
"[35, 10749, 18]",ru,4.7010000000000005,2010-12-20,Inadequate People,7.2,35
"[35, 18]",hi,4.677,2010-07-23,Khatta Meetha,4.9,21
[18],da,4.648,2010-04-08,Brotherhood,7.5,35
"[53, 878, 28]",en,4.635,2010-12-11,Ice Quake,4.2,32
"[35, 10749]",ru,4.604,2010-11-11,Love and the City 2,5.7,12
"[18, 10402, 10749]",en,4.602,2010-08-14,Listen to Your Heart,7.6,59
"[18, 28, 53]",en,4.588,2010-04-20,Deadly Impact,4.7,20
"[35, 18, 10749]",en,4.587,2010-09-23,Jack Goes Boating,6.1,57
"[53, 18, 10749, 80]",es,4.553999999999999,2011-02-11,Carancho,6.6,59
[10749],en,4.539,2010-12-04,Farewell Mr. Kringle,6.4,10
[16],en,4.494,2010-07-30,Monster Truck Mater,5.6,23
"[53, 35]",hi,4.48,2010-01-29,Ishqiya,6.4,30
"[35, 10749]",en,4.459,2010-07-13,How to Make Love to a Woman,4.6,26
"[35, 18]",en,4.434,2010-05-01,The Infidel,6.0,59
"[35, 18, 10749]",en,4.39,2009-02-25,Wake,4.8,23
"[35, 80, 18]",no,4.381,2010-10-01,A Somewhat Gentle Man,6.3,43
[35],en,4.378,2010-04-22,My Girlfriend's Boyfriend,5.9,68
"[18, 35, 10749]",no,4.32,2010-12-20,"Happy, Happy",6.2,18
"[14, 9648, 53]",ru,4.319,2010-11-11,Dark World,4.3,24
[18],en,4.309,2010-12-12,Luster,5.1,7
"[27, 53]",de,4.302,2010-09-09,Rammbock: Berlin Undead,6.0,59
"[27, 28, 53]",en,4.288,2010-01-01,Bear,3.5,9
"[18, 10749]",en,4.282,2010-04-09,The River Why,5.7,31
"[18, 28]",ru,4.274,2010-11-11,Alien Girl,6.7,11
"[35, 18, 10402, 10749]",hi,4.265,2010-10-01,Anjaana Anjaani,6.1,47
"[18, 10751]",en,4.242,2010-04-09,Letters to God,6.9,71
"[18, 9648, 53]",en,4.2330000000000005,2010-08-24,Abandoned,4.8,65
[35],en,4.203,2010-10-19,The Six Wives of Henry Lefay,5.3,40
"[16, 12]",en,4.2,2010-09-28,DC Showcase: Green Arrow,7.2,54
[99],en,4.197,2010-05-04,Never Sleep Again: The Elm Street Legacy,8.2,63
"[10749, 18]",en,4.196000000000001,2010-11-02,Love and Distrust,4.7,16
[99],en,4.194,2010-08-06,The Wildest Dream,7.2,20
"[12, 28, 53]",en,4.1930000000000005,2010-08-31,Beatdown,5.1,13
"[80, 35]",en,4.145,2010-06-10,Miss Nobody,4.9,20
"[27, 28, 53]",en,4.145,2010-01-01,The Terror Experiment,4.4,14
"[18, 28]",ru,4.14,2010-02-11,Kandahar,6.7,19
[35],en,4.138,2010-09-18,Bill Burr: Let It Go,7.9,44
"[14, 18, 28, 53, 80, 878, 10749]",en,4.0969999999999995,2010-04-16,Malice in Wonderland,5.7,28
"[27, 878]",en,4.084,2010-01-01,Dinoshark,4.2,21
"[16, 10751, 35, 12]",ru,4.081,2010-12-31,Tri bogatyrya i Shamakhanskaya tsaritsa,5.9,30
"[18, 10749]",fr,4.0569999999999995,2010-04-25,Coco Chanel & Igor Stravinsky,6.3,50
"[27, 53]",en,4.047,2010-04-13,The Daisy Chain,5.2,35
"[35, 18]",en,4.046,2010-07-13,Middle of Nowhere,5.9,35
"[18, 10749]",te,4.029,2010-04-23,Darling,4.9,8
"[10752, 35, 18]",de,4.018,2010-01-19,My Führer,5.2,38
"[28, 12, 53]",en,3.985,2010-06-29,Airline Disaster,3.2,15
"[27, 53]",en,3.9730000000000003,2010-07-08,Bitter Feast,5.4,27
"[28, 80]",en,3.969,2010-02-23,Wrong Side of Town,5.2,25
"[10751, 16]",ru,3.952,2010-04-03,Space Dogs,5.5,17
"[35, 10749]",en,3.952,2010-10-08,Ceremony,5.2,33
[18],en,3.948,2010-09-10,Legendary,6.4,50
"[28, 53]",en,3.948,2010-06-01,The Stranger,5.0,29
"[10749, 18]",ja,3.9,2010-11-11,From Me To You,6.5,37
"[10751, 12]",de,3.9,2010-06-15,The Crocodiles Strike Back,6.4,30
"[35, 18, 10749]",hi,3.867,2010-06-30,I Hate Luv Storys,6.1,51
[],ru,3.867,2010-01-21,Nasha Russia: Yaytsa sudby,4.3,25
"[12, 16]",ja,3.863,2010-02-27,Oblivion Island: Haruka and the Magic Mirror,6.7,18
"[16, 80, 9648]",en,3.844,2010-04-23,DC Showcase: The Spectre,6.4,36
[99],en,3.8289999999999997,2010-03-14,The People vs. George Lucas,6.4,49
"[35, 10751]",en,3.793,2010-12-01,Christmas Mail,5.4,29
[16],en,3.787,2010-11-02,Heavy Metal Mater,5.7,19
"[28, 12, 53]",en,3.765,2010-01-25,As Good As Dead,4.8,15
"[878, 53]",en,3.738,2010-05-01,Hunter Prey,5.6,51
[37],en,3.728,1970-10-07,Monte Walsh,6.3,20
[35],en,3.728,2010-01-01,The Best and the Brightest,4.5,11
[99],en,3.707,2010-01-24,Waste Land,7.7,51
[18],it,3.702,2010-05-28,The Four Times,7.6,45
"[16, 35]",en,3.69,2010-07-30,Coyote Falls,7.3,24
"[18, 53]",en,3.69,2014-04-04,Frankie & Alice,5.7,43
"[18, 53]",fr,3.681,2010-11-11,Black Heaven,5.8,37
"[35, 18]",en,3.66,2010-11-02,ExTerminators,5.5,56
[27],en,3.659,2010-05-01,All About Evil,5.6,30
"[35, 18]",fr,3.655,2009-10-15,Hidden Diary,6.4,15
"[28, 878, 27, 53]",ja,3.6439999999999997,2010-04-25,Tetsuo: The Bullet Man,5.7,32
"[18, 35]",fr,3.635,2010-06-30,On Tour,6.8,37
"[18, 10751]",en,3.625,2010-08-13,Lifted,7.3,18
[53],en,3.613,2010-01-01,Order of Chaos,4.4,12
[35],en,3.5980000000000003,2010-05-01,Rock Slyde,6.1,13
[16],en,3.5869999999999997,2010-06-10,Tick Tock Tale,8.0,39
"[10751, 35, 18]",en,3.585,2010-10-22,First Dog,6.2,17
"[28, 18, 53, 12]",en,3.5810000000000004,2010-09-12,Tracker,6.7,29
[18],en,3.549,2010-05-04,RSC Live: Hamlet,7.7,37
"[18, 53]",en,3.531,2010-11-05,Beneath the Dark,4.9,21
"[28, 10749]",hi,3.5260000000000002,2010-01-22,Veer,5.7,24
"[28, 878, 53]",en,3.513,2010-02-23,Meteor Apocalypse,3.8,12
"[18, 35, 10749]",en,3.51,2010-01-15,Is It Just Me?,6.1,34
"[16, 10751]",en,3.5010000000000003,2010-12-07,Prep & Landing Stocking Stuffer: Operation: Secret Santa,6.7,42
"[18, 53, 9648]",en,3.4960000000000004,2010-03-19,The Killing Jar,5.7,27
"[10749, 12, 18, 36]",ru,3.49,2010-11-11,The Edge,6.0,21
"[18, 53]",en,3.4789999999999996,2010-05-10,Triple Dog,5.9,59
"[12, 28]",en,3.471,2010-07-31,Jack Hunter and the Lost Treasure of Ugarit,6.8,8
"[35, 10749]",en,3.469,2010-06-13,Coach,4.6,12
"[80, 18, 53]",en,3.463,2010-05-30,Stripped Naked,4.3,6
"[53, 18]",en,3.4539999999999997,2010-09-17,Locked In,4.2,12
"[18, 35, 10749]",ko,3.44,2010-11-11,Natalie,5.0,9
"[18, 27, 53]",en,3.44,2010-11-17,Victim,4.4,19
[18],hu,3.429,2010-03-12,Delta,5.8,9
[],en,3.424,2010-12-07,Shrek’s Yule Log,4.7,9
"[18, 35, 10749, 10751, 14]",en,3.423,2010-08-20,What if...,6.6,29
"[14, 10770, 35]",en,3.406,2010-11-06,A Family Thanksgiving,5.2,9
"[18, 27, 53]",en,3.4,2010-08-03,Open House,4.7,23
"[16, 18]",en,3.366,2010-08-01,Zero,7.4,35
"[28, 53]",en,3.361,2010-10-19,Born to Raise Hell,4.5,40
[99],en,3.3560000000000003,2010-04-16,"Fat, Sick & Nearly Dead",7.2,69
"[27, 53, 9648]",en,3.3560000000000003,2010-10-09,Needle,5.1,24
[35],en,3.355,2010-05-05,The Trotsky,6.3,43
"[27, 53]",en,3.353,2010-10-16,Caged,5.5,47
"[28, 9648, 53, 27]",en,3.343,2010-01-01,The Final Storm,4.1,18
[18],en,3.342,2010-03-28,Amish Grace,7.0,21
"[12, 35, 10751, 14]",en,3.342,2009-11-06,Jack and the Beanstalk,5.2,38
"[18, 53]",da,3.333,2010-02-05,Terribly Happy,6.5,38
"[53, 27]",en,3.332,2010-10-10,Kill Katie Malone,4.2,15
[18],en,3.3310000000000004,2010-11-28,November Christmas,7.6,19
"[10749, 18]",en,3.3310000000000004,2010-09-04,The First Grader,7.0,51
[18],en,3.327,2009-05-30,The War Boys,6.5,29
"[35, 18]",en,3.2769999999999997,2010-07-27,#1 Cheerleader Camp,3.6,34
"[10752, 14, 28, 18]",en,3.275,2010-11-11,We Are from the Future 2,5.3,25
[35],en,3.264,2010-06-08,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.4,59
[35],ru,3.2560000000000002,2010-12-20,Six Degrees of Celebration,6.5,35
"[27, 878]",en,3.237,2010-04-24,Mothman,3.2,12
[35],en,3.233,2007-08-07,Gabriel Iglesias: Hot and Fluffy,7.4,37
"[35, 18]",de,3.2260000000000004,2010-06-18,Sasha,6.5,11
[27],en,3.221,2010-07-30,The Dead Matter,3.7,6
"[35, 27]",en,3.22,2010-08-24,Die-ner (Get It?),3.3,12
"[27, 28, 53, 878]",en,3.219,2010-08-18,Xtinction: Predator X,3.3,17
"[18, 14]",en,3.2089999999999996,2012-07-16,Seeing Heaven,3.7,9
"[10770, 878]",en,3.177,2010-02-24,Quantum Apocalypse,3.6,38
[],en,3.154,2010-09-16,Erratum,6.6,7
"[53, 28, 12]",en,3.1460000000000004,2010-04-16,The Heavy,5.0,24
[18],en,3.137,2010-09-17,The Freebie,4.8,12
[18],en,3.136,2010-05-31,Small Town Saturday Night,6.2,17
"[27, 878, 28]",en,3.127,2010-05-13,The Dead Undead,3.1,9
[18],en,3.1260000000000003,2010-05-05,Sex & Drugs & Rock & Roll,6.6,25
[35],en,3.125,2010-01-19,Aziz Ansari: Intimate Moments for a Sensual Evening,6.6,28
"[28, 14]",en,3.1210000000000004,2010-06-08,Mortal Kombat: Rebirth,7.2,52
"[18, 10749]",en,3.115,2010-10-15,Samson and Delilah,6.1,25
[99],en,3.1069999999999998,2010-11-05,Client 9: The Rise and Fall of Eliot Spitzer,6.4,18
"[80, 18, 53]",en,3.1039999999999996,2010-05-11,Dear Mr. Gacy,6.4,40
"[35, 10751]",en,3.1010000000000004,2010-10-31,You Should Meet My Son,6.7,20
"[35, 18, 10749]",en,3.091,2010-01-01,The Four-Faced Liar,5.3,25
"[99, 10402]",en,3.089,2010-06-29,Rush: Beyond the Lighted Stage,8.3,33
[16],en,3.0789999999999997,2010-11-02,Mater Private Eye,5.6,22
"[10749, 35, 18]",en,3.0660000000000003,2011-07-22,The Myth of the American Sleepover,6.2,47
[99],en,3.057,2010-10-15,DMT: The Spirit Molecule,6.2,40
[18],en,3.055,2010-01-01,The Seminarian,5.8,8
"[27, 53, 9648]",en,3.051,2010-01-29,The Reeds,4.7,25
"[99, 10402]",en,3.0469999999999997,2010-03-15,Lemmy,7.4,51
[99],fr,3.045,2010-05-02,Henri Georges Clouzot's Inferno,7.1,21
"[18, 53, 80]",en,3.037,2010-07-30,Once Upon a Time in Mumbaai,6.6,36
[35],en,3.035,2010-11-02,West Is West,6.6,23
"[27, 878, 12]",en,3.031,2010-02-11,Mysterious Island,4.3,12
"[10770, 14, 27]",en,3.016,2010-10-09,Monsterwolf,3.8,10
[35],hi,3.0069999999999997,2010-02-26,Atithi Tum Kab Jaoge?,6.3,26
"[80, 18, 53]",en,2.992,2010-05-21,Holy Rollers,5.9,43
"[18, 53]",en,2.985,2010-11-18,Nothing Personal,6.4,37
"[14, 18, 10751, 10770]",en,2.983,2010-11-27,Call Me Mrs. Miracle,5.4,22
[16],en,2.978,2010-11-02,Unidentified Flying Mater,6.1,27
"[35, 18, 10749]",en,2.969,2010-10-08,Cherry,6.5,40
"[18, 10749]",en,2.9589999999999996,2010-04-13,Mercy,5.6,10
"[10749, 10770, 18, 10751]",en,2.945,2010-01-23,Ice Dreams,6.0,11
"[18, 27, 53]",en,2.944,2010-08-04,The Presence,4.2,37
"[99, 36]",en,2.9419999999999997,2011-02-04,American Grindhouse,6.9,35
[27],en,2.9410000000000003,2007-10-31,Brain Dead,5.2,18
"[12, 27, 53]",en,2.9410000000000003,2010-01-29,The Graves,3.2,22
"[878, 14, 27]",en,2.926,2010-03-27,Dark Relic,3.1,8
"[27, 28, 53]",en,2.9160000000000004,2010-07-09,Wolf Town,3.2,10
"[18, 10749]",en,2.905,2010-04-02,Just Say Love,5.1,9
"[18, 35]",en,2.895,2010-10-22,Knucklehead,5.0,24
"[27, 18, 53]",en,2.8930000000000002,2010-01-01,Tony,6.0,39
"[35, 18, 10751]",en,2.883,2010-04-23,Burning Palms,5.6,27
"[35, 18, 10749]",en,2.883,2010-06-04,Meet Monica Velour,5.4,18
[35],en,2.883,2010-04-04,The Wedding Cake,5.2,27
[18],en,2.875,2010-06-23,The Stranger in Us,5.6,8
[18],en,2.858,2010-11-05,For Colored Girls,6.8,33
"[28, 12, 53]",en,2.8569999999999998,2010-09-17,King of the Avenue,4.5,9
"[27, 53, 18, 80]",en,2.8480000000000003,2009-11-04,Freeway Killer,5.5,10
[16],en,2.846,2010-11-02,Mater the Greater,5.9,24
"[28, 27, 37]",en,2.845,2010-10-09,Dead West,3.0,7
"[28, 99]",en,2.835,2010-10-26,Grant Morrison:  Talking with Gods,6.6,8
"[12, 28, 14]",en,2.835,2010-05-25,The 7 Adventures of Sinbad,3.3,16
[16],en,2.833,2010-11-02,Rescue Squad Mater,5.9,22
"[16, 18, 10749]",ja,2.83,2010-10-27,Book Girl,6.4,9
"[27, 878, 53]",en,2.8280000000000003,2010-10-23,Slices of Life,2.5,6
"[18, 35]",en,2.818,2010-09-03,The Chosen One,4.5,23
[99],en,2.813,2010-08-22,The Tillman Story,7.5,33
"[27, 35]",en,2.8089999999999997,2010-02-15,President's Day,3.6,6
"[10770, 35, 18, 10749]",en,2.786,2010-07-20,Double Wedding,6.4,19
"[35, 18, 27, 53]",en,2.783,2009-10-03,Red Hook,3.9,6
[10751],en,2.7739999999999996,2010-01-02,Horse Crazy 2: The Legend of Grizzly Mountain,4.4,4
"[35, 10402]",en,2.761,2010-10-19,"Bo Burnham: Words, Words, Words",7.2,29
"[16, 35]",en,2.761,2010-09-24,Fur of Flying,6.6,15
[27],en,2.761,2010-01-16,House of Bones,4.3,19
[18],nl,2.7510000000000003,2010-11-11,Bo,5.1,14
"[27, 878, 53]",en,2.7510000000000003,2010-09-11,Mandrake,3.8,12
"[18, 10749]",de,2.75,2009-05-01,Everyone Else,6.2,39
[99],en,2.7460000000000004,2010-05-14,Sea Rex 3D: Journey to a Prehistoric World,7.4,12
"[35, 18]",en,2.7439999999999998,2010-11-12,You Wont Miss Me,5.2,5
"[27, 53, 878]",en,2.7439999999999998,2010-09-28,Road Train,3.9,43
[27],en,2.734,2010-01-25,The Violent Kind,5.2,21
"[99, 18]",zh,2.733,2010-09-03,Last Train Home,7.2,26
"[10749, 18]",te,2.7260000000000004,2010-02-26,Ye Maaya Chesave,6.3,8
"[18, 28, 53]",en,2.7260000000000004,2010-05-05,Turbulent Skies,3.0,15
[18],en,2.725,2010-09-24,Strapped,6.0,25
"[80, 27, 9648, 53]",en,2.718,2010-10-01,Cyrus: Mind of a Serial Killer,4.5,26
"[28, 35, 80, 18]",en,2.716,2010-05-22,Perrier's Bounty,5.8,35
[18],es,2.715,2010-11-26,Among Wolves,6.0,19
[27],fr,2.7089999999999996,2010-10-15,The Pack,3.8,27
"[18, 10751]",en,2.7060000000000004,2010-04-13,A Shine of Rainbows,6.3,19
"[35, 10751]",en,2.696,2010-03-03,Together Is Too Much,4.8,10
"[18, 35, 10749]",en,2.685,2010-11-05,Action Replayy,5.3,36
[99],en,2.681,2009-01-18,Graphic Sexual Horror,7.5,12
"[18, 10749]",en,2.681,2010-08-20,Mao's Last Dancer,7.0,45
[18],fr,2.676,2010-12-12,Lily Sometimes,5.9,27
[18],es,2.675,2010-06-21,The Last Summer of La Boyita,7.0,11
"[10751, 16]",en,2.6710000000000003,2010-10-31,New Ghoul at School,6.0,21
[27],en,2.6639999999999997,2010-07-06,Salvage,5.3,27
[99],en,2.66,2010-11-09,Secret Origin: The Story of DC Comics,6.6,19
"[28, 12, 99]",en,2.657,2010-04-15,Love the Beast,6.6,18
"[27, 53]",fr,2.657,2010-01-01,The Killing Strain,3.2,5
"[35, 53, 9648]",en,2.656,2010-01-01,A Film with Me in It,5.9,37
"[14, 28, 53, 878]",en,2.654,2010-05-22,Witchville,4.4,16
"[27, 53]",en,2.6510000000000002,2010-11-24,Secrets in the Walls,5.7,33
"[27, 53]",en,2.6430000000000002,2010-02-06,The Cursed,4.6,5
"[28, 35, 27]",fr,2.639,2010-01-01,The Taint,4.7,19
[12],en,2.634,2010-11-11,In Gold We Trust,5.2,22
[16],en,2.63,2010-02-19,French Roast,6.7,27
"[10770, 80, 9648, 53]",en,2.6289999999999996,2010-11-21,Smoke Screen,5.1,7
[],en,2.625,2010-01-18,Bikini Frankenstein,6.0,4
"[28, 878, 53]",en,2.617,2010-08-20,Arctic Predator,5.0,20
"[27, 53]",en,2.615,2010-01-04,Re-Cut,3.8,10
"[18, 53, 10749]",en,2.605,2010-12-10,Wasted on the Young,5.3,23
"[53, 9648]",en,2.597,2010-03-17,Iron Doors,4.9,16
[99],en,2.596,2010-03-12,Marwencol,7.3,30
"[35, 10749]",en,2.593,2010-06-08,BearCity,6.1,18
[27],en,2.59,2010-12-01,The Bucks County Massacre,4.5,8
[99],en,2.5869999999999997,2010-10-22,Boxing Gym,5.5,7
"[27, 53]",en,2.5869999999999997,2010-09-11,Circle,3.8,6
"[28, 80, 53]",en,2.5860000000000003,2010-06-03,Diamond 13,5.5,18
"[28, 12, 16, 878, 10752]",ja,2.583,2010-02-23,Mobile Suit Gundam 00 Special Edition III: Return The World,5.6,8
[99],en,2.5789999999999997,2010-04-01,12th & Delaware,7.4,9
"[12, 14, 27, 28, 53, 878]",en,2.576,2010-07-31,Tales of an Ancient Empire,3.3,12
"[18, 9648]",en,2.57,2010-05-16,Lady Blue Shanghai,6.1,30
"[35, 99]",en,2.5660000000000003,2010-02-18,Bill Maher... But I'm Not Wrong,6.5,12
[18],fr,2.565,2010-02-17,Lourdes,6.5,21
"[18, 53, 80, 9648]",tr,2.565,2010-08-08,The Devil's Teardrop,6.0,11
"[35, 10751, 14, 10770]",en,2.559,2010-12-02,The Santa Suit,7.0,11
[18],en,2.5580000000000003,2010-12-03,Miral,6.1,27
"[878, 28]",en,2.556,2010-02-28,Defcon 2012,2.0,6
"[18, 878, 53]",en,2.549,2010-04-18,Riverworld,4.9,16
"[99, 10402]",en,2.544,2010-10-26,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),7.6,14
[27],en,2.544,2010-01-01,Mask Maker,5.4,17
[27],en,2.54,2010-09-14,Killjoy 3,4.2,14
